age;job;marital;education;contact;term_deposit;balance;Cluster_Prediction
48;management;married;unknown;unknown;no;1103;0
36;blue-collar;single;secondary;unknown;no;1392;0
41;retired;divorced;primary;unknown;yes;-233;0
30;management;single;tertiary;unknown;no;78;0
59;management;single;secondary;unknown;no;671;0
27;blue-collar;single;secondary;unknown;no;228;0
55;unknown;married;unknown;unknown;no;666;0
45;services;married;secondary;unknown;no;520;0
58;blue-collar;married;primary;unknown;no;3501;3
44;technician;married;secondary;unknown;no;185;0
43;blue-collar;married;primary;unknown;no;108;0
59;retired;married;primary;unknown;no;1423;0
41;blue-collar;married;primary;unknown;yes;2453;3
43;housemaid;married;primary;unknown;no;18;0
49;services;single;secondary;unknown;no;3061;3
44;blue-collar;married;primary;unknown;no;0;0
48;blue-collar;married;primary;unknown;no;559;0
40;blue-collar;married;primary;unknown;no;902;0
43;blue-collar;single;secondary;unknown;no;421;0
26;blue-collar;married;primary;unknown;no;500;0
46;blue-collar;married;secondary;unknown;no;756;0
58;blue-collar;married;secondary;unknown;no;288;0
53;blue-collar;married;secondary;unknown;no;1140;0
56;services;married;secondary;unknown;no;2658;3
43;blue-collar;married;primary;unknown;no;632;0
36;blue-collar;single;primary;unknown;no;263;0
34;blue-collar;married;unknown;unknown;no;-17;0
51;blue-collar;married;secondary;unknown;no;701;0
51;blue-collar;married;primary;unknown;no;4497;3
45;blue-collar;married;primary;unknown;no;810;0
54;blue-collar;married;primary;unknown;no;-219;0
42;admin.;married;secondary;unknown;no;679;0
53;services;married;secondary;unknown;no;2925;3
35;self-employed;single;primary;unknown;no;181;0
49;management;married;tertiary;unknown;no;3840;3
55;technician;married;secondary;unknown;no;2014;3
31;technician;single;secondary;unknown;no;1819;0
52;blue-collar;married;secondary;unknown;no;665;0
50;housemaid;married;primary;unknown;no;395;0
32;services;married;secondary;unknown;no;55;0
34;blue-collar;married;secondary;unknown;no;326;0
42;technician;single;secondary;unknown;yes;1364;0
33;management;single;secondary;unknown;no;-174;0
43;management;married;tertiary;unknown;no;5670;3
31;blue-collar;divorced;secondary;unknown;no;1125;0
25;blue-collar;single;secondary;unknown;no;0;0
49;technician;married;secondary;unknown;no;3657;3
56;admin.;married;secondary;unknown;no;2256;3
43;blue-collar;married;primary;unknown;no;778;0
41;blue-collar;married;secondary;unknown;no;59;0
46;blue-collar;married;secondary;unknown;yes;668;0
60;retired;single;tertiary;unknown;no;7440;1
48;blue-collar;married;primary;unknown;no;1001;0
57;admin.;divorced;primary;unknown;no;1;0
42;blue-collar;married;primary;unknown;no;1320;0
50;blue-collar;married;secondary;unknown;no;1604;0
36;management;married;tertiary;unknown;no;900;0
44;management;married;secondary;unknown;no;2984;3
40;blue-collar;married;primary;unknown;no;2562;3
55;admin.;married;secondary;unknown;no;1102;0
24;blue-collar;single;primary;unknown;no;758;0
52;blue-collar;married;primary;unknown;no;1079;0
49;services;married;secondary;unknown;no;2201;3
30;services;married;secondary;unknown;no;271;0
32;services;single;secondary;unknown;yes;772;0
46;technician;divorced;secondary;unknown;no;435;0
36;blue-collar;married;secondary;unknown;no;412;0
44;technician;divorced;secondary;unknown;no;809;0
48;blue-collar;married;primary;unknown;no;575;0
49;technician;married;secondary;unknown;no;3033;3
44;blue-collar;married;primary;unknown;no;412;0
23;services;single;secondary;unknown;no;496;0
45;blue-collar;divorced;primary;unknown;no;749;0
54;management;single;tertiary;unknown;no;1439;0
43;management;married;tertiary;unknown;no;2767;3
44;blue-collar;married;primary;unknown;no;140;0
52;blue-collar;married;primary;unknown;no;4015;3
37;blue-collar;married;secondary;unknown;no;77;0
53;management;single;tertiary;unknown;no;1074;0
31;blue-collar;married;secondary;unknown;no;-720;0
56;blue-collar;married;primary;unknown;no;690;0
40;management;married;primary;unknown;no;1231;0
58;management;married;tertiary;unknown;no;714;0
42;blue-collar;married;primary;unknown;no;1742;0
59;retired;divorced;secondary;unknown;no;337;0
45;technician;married;secondary;unknown;no;-237;0
53;admin.;married;secondary;unknown;no;1739;0
55;technician;married;tertiary;unknown;no;874;0
60;admin.;married;secondary;unknown;no;1880;3
48;entrepreneur;married;primary;unknown;no;3705;3
43;technician;single;secondary;unknown;no;1195;0
47;technician;married;secondary;unknown;no;2781;3
33;blue-collar;married;secondary;unknown;no;175;0
37;services;married;secondary;unknown;no;1;0
60;management;divorced;primary;unknown;no;38;0
52;blue-collar;married;secondary;unknown;no;2206;3
31;admin.;single;secondary;unknown;no;358;0
31;unemployed;single;primary;unknown;no;0;0
53;technician;married;secondary;unknown;no;4541;3
45;blue-collar;married;secondary;unknown;no;120;0
56;blue-collar;married;secondary;unknown;no;-382;0
36;technician;married;secondary;unknown;no;146;0
40;services;married;secondary;unknown;no;574;0
42;blue-collar;married;primary;unknown;no;2519;3
52;admin.;married;secondary;unknown;no;395;0
46;self-employed;divorced;tertiary;unknown;no;8717;1
59;admin.;divorced;secondary;unknown;no;975;0
41;technician;married;secondary;unknown;no;768;0
61;retired;married;secondary;unknown;no;280;0
57;management;married;tertiary;unknown;no;388;0
32;admin.;single;secondary;unknown;no;289;0
55;management;single;tertiary;unknown;no;1092;0
54;management;married;secondary;unknown;no;1394;0
55;services;married;secondary;unknown;no;151;0
31;admin.;married;unknown;unknown;no;-295;0
43;blue-collar;married;primary;unknown;no;7727;1
49;retired;married;unknown;unknown;no;247;0
31;blue-collar;single;secondary;unknown;no;33;0
34;blue-collar;married;secondary;unknown;no;452;0
31;management;single;tertiary;unknown;no;635;0
23;services;single;secondary;unknown;no;75;0
35;technician;single;tertiary;unknown;no;1455;0
43;blue-collar;married;primary;unknown;no;2605;3
31;technician;single;tertiary;unknown;no;56;0
45;technician;married;secondary;unknown;no;89;0
29;technician;married;secondary;unknown;no;84;0
27;technician;married;secondary;unknown;no;7;0
52;blue-collar;married;primary;unknown;no;238;0
58;management;married;tertiary;unknown;no;2360;3
39;blue-collar;single;primary;unknown;no;-21;0
52;technician;divorced;secondary;unknown;no;409;0
60;retired;married;primary;unknown;no;894;0
52;services;married;secondary;unknown;no;108;0
45;admin.;married;secondary;unknown;no;805;0
58;blue-collar;married;primary;unknown;no;2547;3
56;entrepreneur;married;tertiary;unknown;no;-124;0
51;blue-collar;married;secondary;unknown;no;1414;0
50;blue-collar;married;secondary;unknown;no;6258;1
39;self-employed;married;tertiary;unknown;no;-176;0
58;management;divorced;tertiary;unknown;no;1533;0
51;self-employed;single;secondary;unknown;no;1640;0
45;blue-collar;married;primary;unknown;no;91;0
41;management;single;tertiary;unknown;no;480;0
28;blue-collar;single;primary;unknown;no;643;0
51;blue-collar;married;unknown;unknown;no;2547;3
45;blue-collar;married;unknown;unknown;no;110;0
46;admin.;married;secondary;unknown;no;35;0
43;management;single;secondary;unknown;no;-228;0
53;retired;married;secondary;unknown;no;1139;0
50;admin.;divorced;secondary;unknown;no;1332;0
55;technician;married;secondary;unknown;no;0;0
52;blue-collar;married;primary;unknown;no;779;0
53;admin.;married;primary;unknown;no;228;0
51;blue-collar;married;secondary;unknown;no;22;0
31;admin.;single;secondary;unknown;no;0;0
41;technician;single;secondary;unknown;no;2919;3
39;blue-collar;married;primary;unknown;no;186;0
60;management;divorced;secondary;unknown;no;773;0
39;technician;married;unknown;unknown;no;880;0
41;management;married;secondary;unknown;no;218;0
36;blue-collar;married;secondary;unknown;no;512;0
40;blue-collar;single;secondary;unknown;no;1101;0
29;blue-collar;married;secondary;unknown;no;1956;3
32;admin.;married;secondary;unknown;no;0;0
45;blue-collar;divorced;primary;unknown;no;104;0
32;technician;divorced;secondary;unknown;no;75;0
31;housemaid;single;secondary;unknown;no;1301;0
58;retired;divorced;primary;unknown;no;6;0
40;technician;married;secondary;unknown;no;75;0
40;services;married;primary;unknown;no;44;0
36;services;single;unknown;unknown;yes;281;0
40;admin.;married;secondary;unknown;no;2;0
35;management;single;tertiary;unknown;no;205;0
39;blue-collar;married;primary;unknown;no;2133;3
39;technician;married;tertiary;unknown;yes;94;0
30;self-employed;single;tertiary;unknown;no;901;0
57;management;married;tertiary;unknown;no;3431;3
60;services;married;secondary;unknown;no;8837;1
55;technician;married;secondary;unknown;no;726;0
40;technician;married;secondary;unknown;no;26;0
27;student;single;tertiary;unknown;no;66;0
40;admin.;married;secondary;unknown;no;2523;3
28;management;married;tertiary;unknown;no;82;0
32;management;married;tertiary;unknown;no;0;0
53;management;single;secondary;unknown;no;5558;3
29;admin.;single;secondary;unknown;no;-507;0
29;technician;single;tertiary;unknown;no;47;0
45;self-employed;married;unknown;unknown;no;-257;0
32;management;married;secondary;unknown;no;1423;0
47;services;married;secondary;unknown;no;51;0
40;services;married;secondary;unknown;no;1688;0
33;services;single;secondary;unknown;no;0;0
55;housemaid;married;primary;unknown;no;1000;0
31;blue-collar;single;secondary;unknown;no;0;0
33;management;married;tertiary;unknown;yes;273;0
42;admin.;divorced;secondary;unknown;yes;153;0
31;admin.;divorced;tertiary;unknown;no;146;0
41;blue-collar;married;unknown;unknown;no;732;0
43;admin.;single;secondary;unknown;no;2539;3
36;services;married;secondary;unknown;no;208;0
48;management;married;tertiary;unknown;no;542;0
31;self-employed;single;tertiary;unknown;yes;144;0
45;technician;married;secondary;unknown;no;999;0
43;blue-collar;married;secondary;unknown;no;19;0
42;admin.;divorced;secondary;unknown;no;63;0
40;services;married;secondary;unknown;yes;446;0
29;blue-collar;married;secondary;unknown;no;832;0
26;blue-collar;married;secondary;unknown;yes;246;0
53;unemployed;married;secondary;unknown;no;76;0
31;technician;divorced;secondary;unknown;no;268;0
25;admin.;married;secondary;unknown;no;16;0
26;admin.;single;secondary;unknown;no;-235;0
36;admin.;single;secondary;unknown;no;0;0
43;services;divorced;secondary;unknown;no;207;0
45;admin.;divorced;secondary;unknown;no;109;0
56;management;divorced;tertiary;unknown;no;975;0
51;technician;married;secondary;unknown;no;143;0
47;blue-collar;married;primary;unknown;no;1756;0
44;housemaid;married;primary;unknown;no;-972;0
31;services;married;secondary;unknown;no;5;0
46;management;married;secondary;unknown;no;36;0
32;management;single;tertiary;unknown;no;0;0
31;admin.;married;secondary;unknown;no;468;0
45;blue-collar;married;primary;unknown;yes;804;0
31;unemployed;single;secondary;unknown;no;199;0
40;technician;married;secondary;unknown;no;257;0
43;blue-collar;married;unknown;unknown;no;91;0
26;blue-collar;single;primary;unknown;no;102;0
29;management;married;tertiary;unknown;no;1;0
30;services;single;secondary;unknown;no;484;0
39;management;married;tertiary;unknown;no;0;0
51;blue-collar;married;primary;unknown;no;196;0
58;admin.;married;primary;unknown;no;879;0
44;entrepreneur;married;tertiary;unknown;no;3689;3
49;technician;married;secondary;unknown;no;1269;0
30;admin.;married;secondary;unknown;no;67;0
38;blue-collar;married;secondary;unknown;no;961;0
40;services;married;secondary;unknown;no;181;0
34;entrepreneur;married;tertiary;unknown;no;355;0
41;management;married;tertiary;unknown;no;0;0
37;management;single;tertiary;unknown;no;499;0
32;services;divorced;secondary;unknown;no;-115;0
31;blue-collar;married;secondary;unknown;yes;92;0
38;blue-collar;single;unknown;unknown;no;1146;0
34;self-employed;married;tertiary;unknown;no;1029;0
42;admin.;married;secondary;unknown;no;534;0
27;services;married;secondary;unknown;no;15;0
35;services;married;secondary;unknown;no;1053;0
43;admin.;single;secondary;unknown;no;6;0
29;services;single;secondary;unknown;no;-142;0
33;services;divorced;secondary;unknown;no;2;0
57;retired;divorced;secondary;unknown;no;70;0
50;entrepreneur;married;secondary;unknown;no;556;0
28;services;single;secondary;unknown;no;45;0
45;blue-collar;divorced;secondary;unknown;no;9;0
33;blue-collar;divorced;secondary;unknown;no;-131;0
24;blue-collar;married;secondary;unknown;no;142;0
34;technician;single;secondary;unknown;no;0;0
23;admin.;married;tertiary;unknown;no;2;0
59;retired;married;primary;unknown;no;646;0
40;admin.;single;secondary;unknown;no;739;0
44;blue-collar;married;primary;unknown;no;1511;0
33;blue-collar;married;secondary;unknown;no;58;0
29;admin.;single;secondary;unknown;yes;163;0
39;blue-collar;married;primary;unknown;no;385;0
36;management;divorced;tertiary;unknown;no;1343;0
34;services;divorced;secondary;unknown;no;169;0
35;blue-collar;married;secondary;unknown;no;-613;0
47;services;married;primary;unknown;no;1496;0
40;blue-collar;married;secondary;unknown;no;580;0
30;technician;married;secondary;unknown;no;-306;0
27;management;married;secondary;unknown;no;-41;0
40;admin.;divorced;secondary;unknown;no;783;0
26;blue-collar;divorced;secondary;unknown;no;241;0
46;management;married;tertiary;unknown;no;245;0
43;management;married;secondary;unknown;no;-26;0
36;technician;single;tertiary;unknown;no;705;0
32;blue-collar;married;secondary;unknown;no;23;0
47;blue-collar;divorced;secondary;unknown;no;380;0
29;blue-collar;single;secondary;unknown;no;4574;3
36;technician;married;tertiary;unknown;no;183;0
33;blue-collar;single;secondary;unknown;no;272;0
57;admin.;married;secondary;unknown;no;4168;3
30;technician;single;secondary;unknown;no;677;0
59;admin.;divorced;secondary;unknown;no;174;0
32;blue-collar;married;primary;unknown;no;1877;3
56;retired;married;secondary;unknown;no;3690;3
25;blue-collar;married;secondary;unknown;no;109;0
30;blue-collar;single;unknown;unknown;no;194;0
32;blue-collar;single;secondary;unknown;no;8;0
30;admin.;married;secondary;unknown;no;40;0
45;blue-collar;married;secondary;unknown;no;-1400;0
47;blue-collar;married;secondary;unknown;no;-656;0
25;technician;single;secondary;unknown;no;1400;0
28;blue-collar;married;primary;unknown;no;507;0
30;blue-collar;single;secondary;unknown;no;75;0
28;admin.;married;tertiary;unknown;no;364;0
27;technician;single;secondary;unknown;yes;1742;0
32;blue-collar;married;secondary;unknown;no;1197;0
32;self-employed;single;tertiary;unknown;no;12269;1
40;self-employed;married;tertiary;unknown;no;1126;0
29;blue-collar;single;primary;unknown;no;105;0
38;admin.;married;secondary;unknown;no;-650;0
37;blue-collar;single;primary;unknown;no;117;0
22;admin.;single;secondary;unknown;no;118;0
23;admin.;single;secondary;unknown;no;178;0
30;self-employed;single;secondary;unknown;no;299;0
27;blue-collar;single;primary;unknown;no;0;0
31;admin.;married;secondary;unknown;no;5;0
26;blue-collar;single;secondary;unknown;no;65;0
36;admin.;divorced;secondary;unknown;no;246;0
29;blue-collar;single;secondary;unknown;no;1166;0
37;services;divorced;secondary;unknown;yes;49;0
39;blue-collar;married;primary;unknown;no;95;0
38;unemployed;married;primary;unknown;no;113;0
27;entrepreneur;married;secondary;unknown;no;554;0
58;retired;married;primary;unknown;no;269;0
36;blue-collar;married;secondary;unknown;no;63;0
24;services;single;secondary;unknown;no;-248;0
25;services;single;secondary;unknown;no;32;0
43;management;married;secondary;unknown;no;452;0
38;blue-collar;married;primary;unknown;no;467;0
40;blue-collar;married;primary;unknown;yes;1758;0
33;blue-collar;single;secondary;unknown;yes;-416;0
35;technician;married;secondary;unknown;no;523;0
46;blue-collar;married;primary;unknown;no;2499;3
30;technician;single;tertiary;unknown;no;236;0
24;technician;single;secondary;unknown;no;3926;3
24;technician;single;secondary;unknown;yes;409;0
45;management;married;tertiary;unknown;no;876;0
45;blue-collar;married;primary;unknown;no;1163;0
53;technician;single;secondary;unknown;no;708;0
34;technician;single;tertiary;unknown;no;586;0
24;blue-collar;married;primary;unknown;yes;656;0
57;housemaid;married;primary;unknown;no;260;0
55;blue-collar;married;primary;unknown;no;571;0
52;technician;single;secondary;unknown;no;36;0
54;technician;divorced;secondary;unknown;no;0;0
29;blue-collar;single;primary;unknown;no;-63;0
23;services;single;secondary;unknown;no;91;0
24;services;single;secondary;unknown;no;0;0
59;blue-collar;married;secondary;unknown;no;169;0
37;blue-collar;single;unknown;unknown;no;2188;3
40;blue-collar;married;secondary;unknown;no;2073;3
54;management;divorced;tertiary;unknown;no;29887;4
35;blue-collar;married;secondary;unknown;no;53;0
56;housemaid;married;primary;unknown;no;82;0
28;technician;married;secondary;unknown;no;58;0
32;management;single;secondary;unknown;no;916;0
40;management;divorced;tertiary;unknown;no;37;0
32;blue-collar;single;primary;unknown;no;100;0
41;services;married;primary;unknown;no;124;0
55;management;married;primary;unknown;no;19;0
52;technician;married;secondary;unknown;no;420;0
58;technician;divorced;secondary;unknown;no;906;0
29;unemployed;single;tertiary;unknown;no;0;0
44;blue-collar;divorced;unknown;unknown;no;532;0
53;blue-collar;married;primary;unknown;no;634;0
44;services;married;secondary;unknown;no;0;0
41;admin.;married;secondary;unknown;no;338;0
44;admin.;married;secondary;unknown;no;0;0
38;management;married;tertiary;unknown;no;2724;3
27;management;single;tertiary;unknown;no;-98;0
44;admin.;married;secondary;unknown;no;73;0
45;blue-collar;single;secondary;unknown;no;636;0
30;blue-collar;single;secondary;unknown;no;132;0
47;technician;married;tertiary;unknown;no;282;0
54;entrepreneur;married;primary;unknown;no;3343;3
29;technician;single;secondary;unknown;no;-166;0
50;admin.;divorced;secondary;unknown;yes;363;0
32;blue-collar;single;secondary;unknown;no;29;0
57;entrepreneur;married;tertiary;unknown;no;-524;0
51;blue-collar;married;primary;unknown;no;1194;0
32;admin.;single;secondary;unknown;no;422;0
27;technician;single;tertiary;unknown;yes;3706;3
41;unemployed;married;secondary;unknown;no;356;0
53;technician;married;secondary;unknown;no;31;0
29;self-employed;single;secondary;unknown;no;272;0
28;management;married;tertiary;unknown;no;103;0
27;management;single;tertiary;unknown;no;-308;0
49;blue-collar;married;secondary;unknown;no;16;0
44;blue-collar;married;primary;unknown;no;1485;0
32;entrepreneur;single;tertiary;unknown;no;1;0
56;retired;married;unknown;unknown;no;4391;3
34;blue-collar;single;primary;unknown;no;85;0
43;services;married;primary;unknown;no;822;0
41;management;divorced;tertiary;unknown;no;647;0
41;management;married;tertiary;unknown;no;223;0
47;blue-collar;married;primary;unknown;no;242;0
33;blue-collar;married;secondary;unknown;no;64;0
47;services;married;secondary;unknown;no;2597;3
46;management;divorced;tertiary;unknown;no;770;0
46;technician;married;secondary;unknown;no;4956;3
30;admin.;married;secondary;unknown;no;122;0
41;technician;single;secondary;unknown;no;28;0
30;technician;married;secondary;unknown;no;1011;0
56;retired;divorced;secondary;unknown;no;4166;3
40;technician;married;primary;unknown;no;6110;1
47;services;married;secondary;unknown;no;837;0
36;management;single;tertiary;unknown;no;146;0
60;retired;married;primary;unknown;no;458;0
34;admin.;married;secondary;unknown;no;641;0
44;self-employed;married;secondary;unknown;no;1310;0
29;technician;married;secondary;unknown;no;782;0
48;blue-collar;married;secondary;unknown;no;478;0
55;services;married;unknown;unknown;no;-45;0
60;management;married;tertiary;unknown;no;36;0
29;management;single;tertiary;unknown;no;0;0
30;services;single;tertiary;unknown;no;136;0
35;admin.;single;primary;unknown;no;8;0
37;services;single;secondary;unknown;no;934;0
42;blue-collar;married;secondary;unknown;no;314;0
34;technician;married;secondary;unknown;no;978;0
50;management;single;tertiary;unknown;no;567;0
27;services;single;secondary;unknown;no;194;0
45;technician;single;tertiary;unknown;no;4537;3
50;management;divorced;tertiary;unknown;no;318;0
43;technician;married;secondary;unknown;no;17;0
32;housemaid;divorced;secondary;unknown;no;715;0
55;management;single;tertiary;unknown;no;1464;0
40;services;single;secondary;unknown;no;-61;0
56;entrepreneur;married;tertiary;unknown;no;1297;0
21;admin.;single;secondary;unknown;no;325;0
27;technician;married;tertiary;unknown;no;276;0
24;admin.;single;secondary;unknown;no;770;0
25;technician;single;secondary;unknown;no;2;0
41;blue-collar;married;primary;unknown;no;208;0
49;unemployed;divorced;secondary;unknown;no;495;0
44;blue-collar;married;tertiary;unknown;no;2185;3
42;blue-collar;married;secondary;unknown;no;351;0
45;blue-collar;married;primary;unknown;no;71;0
48;services;married;unknown;unknown;no;1155;0
51;technician;married;secondary;unknown;no;349;0
33;technician;married;secondary;unknown;no;153;0
32;blue-collar;married;primary;unknown;no;244;0
41;technician;married;secondary;unknown;no;493;0
29;services;married;tertiary;unknown;no;62;0
49;technician;divorced;tertiary;unknown;no;874;0
49;blue-collar;divorced;secondary;unknown;no;259;0
25;admin.;single;secondary;unknown;no;304;0
33;blue-collar;single;secondary;unknown;no;371;0
50;blue-collar;married;primary;unknown;no;231;0
50;admin.;married;secondary;unknown;no;1906;3
40;management;single;secondary;unknown;no;192;0
32;blue-collar;married;primary;unknown;no;158;0
43;blue-collar;divorced;primary;unknown;no;-57;0
24;retired;single;secondary;unknown;no;366;0
49;blue-collar;married;primary;unknown;no;327;0
36;management;married;tertiary;unknown;no;1125;0
42;admin.;married;unknown;unknown;no;642;0
31;admin.;single;secondary;unknown;no;-48;0
30;technician;single;secondary;unknown;no;298;0
46;technician;married;tertiary;unknown;no;2207;3
35;blue-collar;single;secondary;unknown;no;88;0
44;admin.;married;secondary;unknown;no;2687;3
33;management;married;tertiary;unknown;no;307;0
42;blue-collar;married;primary;unknown;no;398;0
39;services;single;secondary;unknown;no;-388;0
41;blue-collar;single;primary;unknown;no;1649;0
58;blue-collar;married;secondary;unknown;no;886;0
40;blue-collar;married;secondary;unknown;no;1161;0
37;admin.;married;secondary;unknown;no;281;0
45;blue-collar;married;primary;unknown;no;137;0
49;management;married;primary;unknown;no;267;0
35;blue-collar;married;primary;unknown;no;767;0
28;blue-collar;single;secondary;unknown;no;1112;0
32;technician;single;tertiary;unknown;no;192;0
45;self-employed;married;secondary;unknown;no;1113;0
44;technician;single;secondary;unknown;no;696;0
55;blue-collar;married;primary;unknown;no;-268;0
37;blue-collar;single;secondary;unknown;no;197;0
28;services;single;secondary;unknown;no;317;0
43;admin.;single;tertiary;unknown;no;329;0
35;blue-collar;single;secondary;unknown;no;510;0
30;management;single;tertiary;unknown;no;5;0
54;management;single;tertiary;unknown;yes;4393;3
34;management;divorced;tertiary;unknown;no;488;0
30;services;single;secondary;unknown;no;442;0
46;unknown;married;unknown;unknown;no;300;0
52;blue-collar;married;primary;unknown;no;1007;0
44;blue-collar;married;primary;unknown;no;195;0
36;blue-collar;married;secondary;unknown;no;513;0
44;technician;divorced;secondary;unknown;no;399;0
44;blue-collar;married;primary;unknown;no;12;0
24;blue-collar;single;secondary;unknown;no;77;0
56;blue-collar;married;primary;unknown;no;8318;1
41;blue-collar;divorced;secondary;unknown;no;-104;0
51;technician;married;tertiary;unknown;no;0;0
53;blue-collar;married;secondary;unknown;no;2;0
41;blue-collar;single;primary;unknown;no;0;0
26;blue-collar;single;primary;unknown;no;-579;0
53;entrepreneur;married;tertiary;unknown;no;2884;3
30;technician;single;secondary;unknown;yes;863;0
27;admin.;single;unknown;unknown;no;56;0
32;services;single;secondary;unknown;no;358;0
40;blue-collar;married;secondary;unknown;no;0;0
55;technician;married;secondary;unknown;no;2055;3
35;services;single;secondary;unknown;no;568;0
32;management;single;secondary;unknown;no;0;0
57;blue-collar;married;unknown;unknown;no;97;0
32;blue-collar;married;primary;unknown;no;217;0
55;unknown;married;tertiary;unknown;no;0;0
43;services;married;secondary;unknown;no;3608;3
42;blue-collar;married;secondary;unknown;no;388;0
27;management;single;tertiary;unknown;no;0;0
36;services;married;secondary;unknown;no;279;0
32;admin.;married;secondary;unknown;no;193;0
53;technician;divorced;secondary;unknown;no;751;0
34;blue-collar;married;secondary;unknown;no;305;0
23;blue-collar;single;secondary;unknown;no;105;0
31;management;single;tertiary;unknown;no;548;0
46;services;married;secondary;unknown;no;271;0
31;services;married;secondary;unknown;no;246;0
42;self-employed;married;tertiary;unknown;no;1932;3
52;self-employed;married;secondary;unknown;no;1066;0
38;blue-collar;married;primary;unknown;no;-326;0
38;blue-collar;single;primary;unknown;no;1465;0
60;unemployed;married;primary;unknown;no;26;0
42;management;single;tertiary;unknown;no;10561;1
30;blue-collar;married;secondary;unknown;no;68;0
53;technician;divorced;tertiary;unknown;no;647;0
35;admin.;single;secondary;unknown;no;368;0
45;admin.;married;secondary;unknown;no;-183;0
57;retired;married;primary;unknown;no;70;0
41;technician;married;primary;unknown;no;141;0
44;blue-collar;married;primary;unknown;no;75;0
56;blue-collar;married;unknown;unknown;no;22;0
46;services;married;secondary;unknown;no;9;0
34;blue-collar;married;primary;unknown;yes;695;0
51;blue-collar;divorced;primary;unknown;no;83;0
27;services;single;secondary;unknown;no;-20;0
31;self-employed;single;secondary;unknown;no;532;0
51;management;married;tertiary;unknown;no;0;0
25;management;single;tertiary;unknown;no;99;0
48;management;married;unknown;unknown;no;54;0
37;management;single;secondary;unknown;yes;792;0
35;blue-collar;married;primary;unknown;no;378;0
58;self-employed;married;tertiary;unknown;no;8014;1
47;blue-collar;married;unknown;unknown;no;584;0
58;retired;married;primary;unknown;no;331;0
36;management;married;secondary;unknown;no;122;0
38;blue-collar;married;secondary;unknown;no;660;0
27;admin.;single;secondary;unknown;no;276;0
44;blue-collar;married;primary;unknown;no;-14;0
47;blue-collar;single;secondary;unknown;no;15;0
26;admin.;single;secondary;unknown;no;-326;0
29;services;single;secondary;unknown;no;2099;3
60;management;divorced;tertiary;unknown;no;2589;3
37;entrepreneur;single;secondary;unknown;no;654;0
35;blue-collar;married;secondary;unknown;no;474;0
44;blue-collar;married;secondary;unknown;no;294;0
50;management;divorced;primary;unknown;no;-6;0
41;blue-collar;married;primary;unknown;no;865;0
26;technician;divorced;secondary;unknown;no;379;0
43;management;married;primary;unknown;no;8167;1
46;management;married;primary;unknown;no;357;0
54;services;married;secondary;unknown;no;2431;3
46;blue-collar;married;tertiary;unknown;no;1497;0
46;blue-collar;married;primary;unknown;no;7934;1
55;blue-collar;married;secondary;unknown;no;1261;0
45;blue-collar;married;secondary;unknown;no;1124;0
58;retired;married;primary;unknown;no;196;0
48;unemployed;married;tertiary;unknown;no;-471;0
38;services;married;secondary;unknown;no;497;0
57;services;divorced;primary;unknown;no;1920;3
54;blue-collar;divorced;primary;unknown;no;8180;1
40;management;single;tertiary;unknown;no;2784;3
44;services;married;secondary;unknown;no;556;0
55;technician;married;secondary;unknown;no;517;0
40;blue-collar;single;unknown;unknown;no;-154;0
42;management;divorced;tertiary;unknown;no;0;0
48;technician;married;secondary;unknown;no;522;0
52;admin.;divorced;secondary;unknown;no;-342;0
31;blue-collar;married;secondary;unknown;no;43;0
60;admin.;married;secondary;unknown;no;12210;1
51;services;married;primary;unknown;no;8806;1
50;blue-collar;divorced;secondary;unknown;no;2402;3
44;entrepreneur;married;secondary;unknown;no;-848;0
33;admin.;married;secondary;unknown;no;0;0
43;technician;married;secondary;unknown;no;674;0
46;services;divorced;secondary;unknown;no;778;0
43;services;married;secondary;unknown;no;384;0
50;services;divorced;secondary;unknown;no;256;0
41;admin.;single;secondary;unknown;yes;1020;0
50;services;married;secondary;unknown;no;1463;0
50;services;divorced;secondary;unknown;no;761;0
40;admin.;married;secondary;unknown;no;1380;0
30;blue-collar;single;primary;unknown;no;71;0
44;admin.;married;secondary;unknown;no;-1249;0
51;technician;single;secondary;unknown;no;4089;3
40;blue-collar;married;primary;unknown;no;3736;3
38;blue-collar;married;primary;unknown;no;2407;3
52;technician;married;secondary;unknown;no;1781;0
49;technician;married;secondary;unknown;no;4667;3
44;admin.;divorced;secondary;unknown;no;2;0
39;admin.;married;tertiary;unknown;no;259;0
43;admin.;single;secondary;unknown;no;445;0
32;services;married;secondary;unknown;no;132;0
55;management;divorced;unknown;unknown;no;2;0
55;services;married;secondary;unknown;no;283;0
42;management;divorced;secondary;unknown;no;830;0
26;technician;single;tertiary;unknown;no;75;0
54;services;married;secondary;unknown;no;158;0
34;blue-collar;married;primary;unknown;no;46;0
46;management;married;tertiary;unknown;no;4301;3
25;blue-collar;single;secondary;unknown;no;815;0
49;management;married;tertiary;unknown;no;128;0
59;blue-collar;divorced;primary;unknown;no;457;0
57;management;married;primary;unknown;no;0;0
27;technician;married;secondary;unknown;no;374;0
38;services;married;secondary;unknown;no;3259;3
41;services;divorced;secondary;unknown;no;-19;0
56;blue-collar;married;secondary;unknown;no;316;0
37;blue-collar;married;secondary;unknown;no;398;0
32;unemployed;married;secondary;unknown;no;2996;3
47;admin.;married;secondary;unknown;no;292;0
